"Xmol","SFR"
1.2587528e-05,0
1.436451e-05,0
0.01164099,0
1.2950468e-05,0
1.1201678e-05,0
1.4853192e-05,0
1.5331e-05,0
1.1604654e-05,0
2.1179063e-05,0
1.4550539e-05,0
1.7264881e-05,0
1.5107169e-05,0
1.1312216e-05,0
0.012094033,0
1.2201311e-05,0
1.4113547e-05,0
2.3424157e-05,0
1.2336154e-05,0
2.2294935e-05,0
1.5381528e-05,0
0.0071330251,0
1.1200893e-05,0
0.011684125,0
1.9252893e-05,0
9.6368831e-06,0
1.6245337e-05,0
1.3747711e-05,0
1.5511566e-05,0
1.8379762e-05,0
1.2145516e-05,0
1.7732608e-05,0
1.3911577e-05,0
1.0231647e-05,0
1.7732638e-05,0
1.6034451e-05,0
1.8389482e-05,0
1.9803359e-05,0
9.1601635e-06,0
1.127152e-05,0
1.4109854e-05,0
1.2155293e-05,0
1.0420852e-05,0
1.3235913e-05,0
1.9376028e-05,0
0.012285808,0
1.7220054e-05,0
1.2147957e-05,0
1.4859344e-05,0
1.5627057e-05,0
0.012042621,0
1.3401873e-05,0
1.0712088e-05,0
1.2801894e-05,0
1.7381176e-05,0
1.7316876e-05,0
1.218472e-05,0
1.3680039e-05,0
1.4660428e-05,0
9.7454794e-06,0
1.4377287e-05,0
1.180459e-05,0
1.5404557e-05,0
1.5547637e-05,0
0.013276185,0
1.3090883e-05,0
9.6704143e-06,0
1.1132992e-05,0
1.0422164e-05,0
0.011677426,0
1.4811298e-05,0
1.1704689e-05,0
1.7207683e-05,0
0.01161404,0
0.012812655,0
1.9058143e-05,0
1.7276789e-05,0
2.896922e-05,0
0.00027689841,1
0.020453005,1
0.0020414771,1
0.020285691,1
0.0032376281,1
0.0017730576,1
0.00016680651,1
2.0682759e-05,0
0.02352684,1
0.00058559772,1
4.3155381e-05,0
9.4453887e-05,1
0.00051744049,1
0.0067668878,1
2.8696161e-05,0
0.015894861,1
0.00013081044,1
4.6949027e-05,0
5.2886684e-05,0
6.6323647e-05,1
0.00051512638,1
3.3560337e-05,0
2.0978416e-05,0
1.8164294e-05,0
2.8044518e-05,0
0.0013932105,0
6.1802357e-05,0
1.9695328e-05,0
1.452163e-05,0
3.9616172e-05,0
1.8811625e-05,0
1.9394002e-05,0
3.2168184e-05,0
2.4423388e-05,0
3.4720465e-05,0
2.3874644e-05,0
3.102493e-05,0
0.0014069435,0
3.0692238e-05,0
2.2292046e-05,0
1.606416e-05,0
2.055171e-05,0
2.4253149e-05,0
2.667058e-05,0
1.5180823e-05,0
1.5961039e-05,0
1.5946635e-05,0
2.5317747e-05,0
1.4006921e-05,0
2.7504844e-05,0
1.7100802e-05,0
2.0809039e-05,0
1.6748857e-05,0
2.0926365e-05,0
1.4986782e-05,0
1.9038985e-05,0
0.0013617961,0
1.9840253e-05,0
3.0004617e-05,0
1.9245475e-05,0
2.4662164e-05,0
2.0436119e-05,0
2.0118353e-05,0
1.4740187e-05,0
1.2012776e-05,0
0.001401076,0
1.5569768e-05,0
0.0014424182,0
2.5087966e-05,0
1.7523428e-05,0
1.7540792e-05,0
1.442874e-05,0
2.5445414e-05,0
0.0014384732,0
1.4229095e-05,0
1.3007012e-05,0
1.2448265e-05,0
2.9292017e-05,0
2.5700223e-05,0
2.4307192e-05,0
0.0013228736,0
2.4977375e-05,0
1.5583966e-05,0
1.0288395e-05,0
1.55252e-05,0
1.2651243e-05,0
1.6182977e-05,0
1.1197342e-05,0
1.9157061e-05,0
1.1751211e-05,0
1.4055263e-05,0
1.5653679e-05,0
3.3613746e-05,0
1.0474255e-05,0
1.2972361e-05,0
1.4725664e-05,0
1.6200842e-05,0
1.6094255e-05,0
1.0668706e-05,0
0.0012495662,0
1.2436217e-05,0
1.4920389e-05,0
1.1899854e-05,0
1.3590316e-05,0
1.6986137e-05,0
3.9138203e-05,0
1.8957985e-05,0
1.2961596e-05,0
2.026639e-05,0
1.9261651e-05,0
1.7172943e-05,0
1.2323023e-05,0
9.91336e-06,0
0.0012349907,0
0.0013353272,0
2.1312365e-05,0
1.9765227e-05,0
3.3994609e-05,0
1.6196951e-05,0
1.2748598e-05,0
1.9026422e-05,0
0.0014221408,0
1.3205356e-05,0
2.3795354e-05,0
1.6422297e-05,0
1.3152074e-05,0
2.0528392e-05,0
1.8967492e-05,0
2.8317197e-05,0
1.1650475e-05,0
1.2950325e-05,0
1.259384e-05,0
1.0879086e-05,0
1.5414412e-05,0
1.0530986e-05,0
1.2943425e-05,0
0.0013666674,0
1.2466411e-05,0
1.2589953e-05,0
1.1854424e-05,0
1.7658545e-05,0
1.7398487e-05,0
0.0013526273,0
1.5607078e-05,0
7.9359108e-06,0
9.2622937e-06,0
9.0421447e-06,0
1.5717924e-05,0
1.9079829e-05,0
1.2110221e-05,0
9.9578675e-06,0
1.6868661e-05,0
2.9104489e-05,0
1.5516499e-05,0
1.1397806e-05,0
1.2006492e-05,0
1.4159306e-05,0
1.1640229e-05,0
1.3879367e-05,0
1.224358e-05,0
1.6093676e-05,0
2.3600527e-05,0
0.00022904241,0
1.3504939e-05,0
0.00016951303,0
1.2865726e-05,0
1.6759148e-05,0
9.5475867e-06,0
1.2368287e-05,0
1.9308851e-05,0
9.4343643e-06,0
1.6646932e-05,0
1.2022698e-05,0
9.2112107e-06,0
3.3437339e-05,0
0.001293339,0
0.0049423323,1
0.01559344,1
0.025404656,1
0.00068318489,1
0.011548633,1
0.002505534,1
2.7908529e-05,0
0.00053450546,1
0.013060997,1
0.0001109141,1
0.00038948359,1
3.8905577e-05,0
0.0033313138,1
0.044484737,1
6.8384817e-05,1
0.00024507878,1
2.2987897e-05,0
0.029815536,1
4.362834e-05,0
1.8001393e-05,0
2.9269307e-05,0
0.0018792074,1
0.00013184814,1
1.5635947e-05,0
4.5849367e-05,0
3.0233404e-05,0
4.2655336e-05,0
2.7320051e-05,0
3.0085678e-05,0
2.8321927e-05,0
3.5222235e-05,0
1.61807e-05,0
2.4516809e-05,0
2.6942306e-05,0
2.7304489e-05,0
2.3508637e-05,0
2.8695068e-05,0
3.0141094e-05,0
2.5977521e-05,0
1.0497909e-05,0
2.1423681e-05,0
3.7753383e-05,0
2.4512295e-05,0
2.2621054e-05,0
1.8120586e-05,0
2.2768828e-05,0
2.3934387e-05,0
1.9758565e-05,0
2.2085341e-05,0
3.2065686e-05,0
1.9719106e-05,0
1.4823037e-05,0
2.0384226e-05,0
3.0386079e-05,0
1.2437029e-05,0
1.0437437e-05,0
2.3007861e-05,0
2.3540611e-05,0
1.6256015e-05,0
1.9568461e-05,0
2.4606416e-05,0
1.8311245e-05,0
1.727118e-05,0
2.3869845e-05,0
2.1994644e-05,0
1.9648881e-05,0
1.9551824e-05,0
2.3838289e-05,0
2.7330097e-05,0
1.8770626e-05,0
1.7960554e-05,0
1.8387093e-05,0
1.5928274e-05,0
2.0783076e-05,0
2.9046521e-05,0
1.2309337e-05,0
1.2261051e-05,0
1.6030684e-05,0
2.1360022e-05,0
2.0092439e-05,0
2.0946462e-05,0
1.3567209e-05,0
1.7455511e-05,0
1.4851478e-05,0
1.6494045e-05,0
1.7759743e-05,0
3.1801178e-05,0
1.1078226e-05,0
1.4910841e-05,0
1.5812873e-05,0
1.2756209e-05,0
1.2848026e-05,0
1.1083878e-05,0
1.8561433e-05,0
1.4693052e-05,0
1.3977864e-05,0
1.6344295e-05,0
1.9135125e-05,0
1.8200171e-05,0
1.5213561e-05,0
1.1158743e-05,0
1.5756659e-05,0
1.6183034e-05,0
1.8740216e-05,0
1.6516435e-05,0
1.3782486e-05,0
1.8301292e-05,0
1.8889841e-05,0
1.161123e-05,0
1.5528255e-05,0
1.8483173e-05,0
2.1939008e-05,0
1.8680851e-05,0
1.1323897e-05,0
1.078556e-05,0
1.3240632e-05,0
2.0071439e-05,0
1.001134e-05,0
2.0802573e-05,0
2.2658889e-05,0
1.7388724e-05,0
1.1953236e-05,0
1.5379229e-05,0
2.084901e-05,0
1.3089405e-05,0
2.2999098e-05,0
1.738831e-05,0
1.6402245e-05,0
1.7323844e-05,0
1.8638921e-05,0
1.520323e-05,0
1.9109073e-05,0
2.0441377e-05,0
1.6378342e-05,0
1.5065421e-05,0
1.3436481e-05,0
9.9657434e-06,0
2.3185041e-05,0
9.6732033e-06,0
1.3784588e-05,0
1.1995675e-05,0
1.3979478e-05,0
1.2133389e-05,0
1.28982e-05,0
7.9278661e-06,0
1.5973882e-05,0
7.8476094e-06,0
1.2754569e-05,0
1.3754058e-05,0
1.2291865e-05,0
1.8951339e-05,0
1.166984e-05,0
1.2258778e-05,0
1.1041505e-05,0
2.115356e-05,0
1.4567826e-05,0
1.5388864e-05,0
1.3194756e-05,0
1.1556492e-05,0
2.097785e-05,0
1.1673242e-05,0
1.1201405e-05,0
1.3807451e-05,0
1.3229741e-05,0
8.1325918e-06,0
1.9179455e-05,0
8.5920439e-06,0
1.3074201e-05,0
1.2072054e-05,0
1.6152156e-05,0
1.1342696e-05,0
1.7863393e-05,0
1.4382913e-05,0
2.0373818e-05,0
1.1626203e-05,0
1.2367127e-05,0
1.1560647e-05,0
9.9029536e-06,0
9.0439704e-06,0
0.010547086,1
0.020185719,1
0.084446668,1
0.0044527421,1
7.3321119e-05,1
0.0098110651,1
6.8705705e-05,1
4.7153326e-05,0
0.0041480677,1
0.00045755388,1
5.8126008e-05,0
0.0021557494,1
0.049116713,1
0.027281648,1
3.4392908e-05,0
0.015940475,1
4.1876563e-05,0
0.00022296008,1
0.0032700411,0
0.0052615356,1
0.00045288083,1
2.875378e-05,0
2.2473903e-05,0
0.044532618,1
0.13054543,0
2.3002973e-05,0
5.9027319e-05,0
4.0555186e-05,0
3.5030122e-05,0
2.0723645e-05,0
1.5913145e-05,0
7.2324125e-05,1
2.7560979e-05,0
0.044222049,0
1.7684992e-05,0
3.1390489e-05,0
2.4422596e-05,0
2.403904e-05,0
2.3046699e-05,0
2.2979174e-05,0
2.0618523e-05,0
2.4664785e-05,0
3.3904101e-05,0
1.7054616e-05,0
1.5121467e-05,0
4.2158006e-05,0
2.5645702e-05,0
1.2984365e-05,0
3.1459798e-05,0
2.5517707e-05,0
2.6894504e-05,0
2.100772e-05,0
2.1352259e-05,0
3.1377962e-05,0
2.1623086e-05,0
2.0331235e-05,0
3.348255e-05,0
1.2814964e-05,0
1.9695012e-05,0
1.6261017e-05,0
2.0547069e-05,0
2.6763196e-05,0
1.6015843e-05,0
1.332225e-05,0
1.8714958e-05,0
2.7848244e-05,0
1.9494102e-05,0
1.8651531e-05,0
0.12828863,0
1.6257423e-05,0
1.8823491e-05,0
1.5147309e-05,0
9.4850685e-06,0
1.4513262e-05,0
9.9619431e-06,0
1.6411621e-05,0
3.3274275e-05,0
2.0004882e-05,0
1.7281907e-05,0
2.0856255e-05,0
0.12351375,0
1.3057321e-05,0
1.3600677e-05,0
1.7088486e-05,0
1.4729213e-05,0
3.1349741e-05,0
1.4129445e-05,0
0.12746269,0
2.0078498e-05,0
1.557679e-05,0
9.6921107e-06,0
1.0296919e-05,0
2.1816583e-05,0
1.6119003e-05,0
2.1268125e-05,0
1.5743012e-05,0
1.3998866e-05,0
1.618192e-05,0
0.047482418,0
2.1813434e-05,0
1.5037139e-05,0
1.6546564e-05,0
1.6029798e-05,0
1.9580174e-05,0
1.9621877e-05,0
1.7324297e-05,0
1.7079302e-05,0
9.5152395e-06,0
0.081131453,0
1.4797645e-05,0
1.9406337e-05,0
1.6347576e-05,0
1.3518321e-05,0
0.13021571,0
1.4356857e-05,0
2.2735636e-05,0
1.3117076e-05,0
1.7250577e-05,0
2.4988851e-05,0
1.5182937e-05,0
2.0757677e-05,0
1.6795568e-05,0
2.2468677e-05,0
1.8372844e-05,0
1.7367375e-05,0
1.2471415e-05,0
1.9870611e-05,0
1.2177531e-05,0
8.8354431e-06,0
1.1527303e-05,0
1.2151091e-05,0
1.0856564e-05,0
1.1281235e-05,0
1.1575225e-05,0
9.585058e-06,0
1.8908317e-05,0
1.4862207e-05,0
2.2536948e-05,0
1.823577e-05,0
1.4827484e-05,0
1.2671604e-05,0
1.6082468e-05,0
1.5309169e-05,0
1.7510508e-05,0
1.4258951e-05,0
1.3308481e-05,0
8.3649392e-06,0
1.1493355e-05,0
1.1519611e-05,0
2.9244488e-05,0
1.5735098e-05,0
1.7400334e-05,0
1.2751843e-05,0
1.1474672e-05,0
1.5321348e-05,0
1.0106402e-05,0
1.2300301e-05,0
9.510655e-06,0
1.2649872e-05,0
8.1191716e-06,0
1.6741852e-05,0
1.4893093e-05,0
1.8402117e-05,0
1.2570369e-05,0
1.5175418e-05,0
9.3062465e-06,0
2.1114092e-05,0
1.1734135e-05,0
1.2590737e-05,0
8.0478398e-06,0
1.7783686e-05,0
1.2326622e-05,0
1.2250162e-05,0
9.1513053e-06,0
1.7866876e-05,0
0.00075678833,0
1.1975973e-05,0
1.3582019e-05,0
0.0013788036,0
1.100992e-05,0
1.3783545e-05,0
8.0432997e-06,0
1.3978571e-05,0
1.2041016e-05,0
9.0120099e-06,0
2.2972093e-05,0
1.2731543e-05,0
0.013759118,1
0.021619041,1
0.11075878,1
0.0078491891,1
0.023888256,1
0.0001765042,1
0.00013862998,1
8.2267867e-05,1
0.014270602,1
0.007858358,1
4.2204283e-05,0
0.001506111,1
8.6224054e-05,0
0.0046772338,1
6.8451304e-05,1
0.056858471,1
0.034886938,1
2.3145471e-05,0
0.024750208,1
2.7169301e-05,0
0.00045562448,1
2.8089719e-05,0
3.039467e-05,0
0.0010200961,1
0.0079538084,1
2.563048e-05,0
0.051326636,1
0.0024515038,0
7.2844464e-05,0
4.5005441e-05,0
0.11924492,0
2.4509489e-05,0
1.8271875e-05,0
1.8198852e-05,0
3.9663288e-05,0
3.5989038e-05,0
0.00013414138,1
0.05492929,0
1.5336378e-05,0
2.8296024e-05,0
2.9338496e-05,0
2.7118874e-05,0
1.7220986e-05,0
2.4901922e-05,0
2.5007101e-05,0
1.5992367e-05,0
3.5223622e-05,0
2.8826532e-05,0
2.8565705e-05,0
2.3485903e-05,0
2.2689334e-05,0
2.0332587e-05,0
2.297121e-05,0
2.3030185e-05,0
3.4981498e-05,0
1.2360106e-05,0
3.8084294e-05,0
1.5700231e-05,0
2.0577278e-05,0
1.9602808e-05,0
0.097864076,0
2.4067123e-05,0
1.993953e-05,0
1.1942344e-05,0
1.944777e-05,0
1.4120149e-05,0
1.2064093e-05,0
1.8072205e-05,0
1.7441446e-05,0
2.6703433e-05,0
0.12081222,0
2.1051009e-05,0
2.0927219e-05,0
2.8150723e-05,0
1.6419939e-05,0
1.236536e-05,0
1.623748e-05,0
1.7066653e-05,0
1.6773877e-05,0
1.9378188e-05,0
1.989893e-05,0
3.054828e-05,0
2.3930381e-05,0
1.5023863e-05,0
1.8652435e-05,0
1.3792206e-05,0
1.494992e-05,0
1.4857439e-05,0
0.066512345,0
1.8791087e-05,0
9.4590963e-06,0
1.3060461e-05,0
3.2251703e-05,0
0.00023479463,0
0.11278876,0
1.1031055e-05,0
1.1103924e-05,0
1.8972096e-05,0
1.7466828e-05,0
2.3963849e-05,0
2.2637736e-05,0
2.3773837e-05,0
1.7736858e-05,0
0.051902065,0
0.0032570656,0
1.6030872e-05,0
1.4953338e-05,0
2.409767e-05,0
1.8103044e-05,0
1.8559607e-05,0
2.0965527e-05,0
1.6509254e-05,0
1.5661889e-05,0
1.2636997e-05,0
1.7363226e-05,0
1.2430294e-05,0
1.6932244e-05,0
1.7776508e-05,0
1.0228023e-05,0
9.0063644e-06,0
1.1289574e-05,0
1.9506582e-05,0
2.0610812e-05,0
0.12020902,0
1.3492416e-05,0
1.3808445e-05,0
0.013129295,0
1.0045405e-05,0
1.7562488e-05,0
1.4787862e-05,0
1.0935376e-05,0
2.0692165e-05,0
1.0499953e-05,0
3.1053444e-05,0
1.3131994e-05,0
1.1036429e-05,0
1.9694606e-05,0
9.954695e-06,0
2.4025082e-05,0
8.6981652e-06,0
1.4216574e-05,0
1.5340407e-05,0
2.3113229e-05,0
1.3727032e-05,0
1.4688278e-05,0
1.0008019e-05,0
1.5726406e-05,0
1.6631871e-05,0
1.4230945e-05,0
1.6112829e-05,0
1.7690966e-05,0
1.1995568e-05,0
9.9317849e-06,0
1.6392363e-05,0
1.0072565e-05,0
1.0432763e-05,0
1.8198031e-05,0
1.297741e-05,0
8.606348e-06,0
2.0399189e-05,0
1.3551672e-05,0
1.6037876e-05,0
1.1502163e-05,0
1.4156192e-05,0
1.7336938e-05,0
1.2134367e-05,0
7.7861727e-06,0
1.32437e-05,0
1.2499095e-05,0
0.0050391405,0
1.144463e-05,0
1.1747315e-05,0
1.2367397e-05,0
8.1319493e-06,0
8.1825575e-06,0
8.7831431e-06,0
1.0250764e-05,0
0.011501129,0
1.3842435e-05,0
1.2480771e-05,0
8.3804389e-06,0
1.2840504e-05,0
0.0015159602,0
2.1609809e-05,0
1.2384151e-05,0
8.3256391e-06,0
1.1767339e-05,0
1.0317359e-05,0
1.1987632e-05,0
1.4770236e-05,0
1.7412264e-05,0
1.2234785e-05,0
1.4618492e-05,0
9.364878e-06,0
0.017256653,1
0.021831649,1
0.033702758,1
0.010217304,1
0.00048314956,1
0.027867502,1
0.00024266882,1
0.00016071338,1
0.016682976,1
9.6902671e-05,1
0.0102322,1
0.00023393596,1
3.3179166e-05,0
0.00023163446,1
0.0052033309,1
0.0080672345,1
2.7538946e-05,0
2.689002e-05,0
6.6001022e-05,0
0.057701915,1
0.038909082,1
0.02972703,1
3.1650029e-05,0
0.00077059409,1
2.9546298e-05,0
0.0018855131,1
0.010218205,1
3.3599583e-05,0
2.4218038e-05,0
6.7772547e-05,0
4.5684753e-05,0
0.059888101,1
